facility,data,carrier,volume
XVLOG1,21/07/2026,Loggi,1
ARENA,22/07/2026,J&T Fast,1094
ARENA,22/07/2026,J&T Nodos,2
ARENA,22/07/2026,J&T Slow,61678
ARENA,22/07/2026,Jad,981
ARENA,22/07/2026,Loggi,1321
BRBA01,22/07/2026,J&T Nodos,1074
BRBA01,22/07/2026,PAC,25
BRBA01,22/07/2026,Sedex,1
BRBA02,22/07/2026,J&T Nodos,57
BRBA02,22/07/2026,PAC,221
BRBA02,22/07/2026,Sedex,9
BRMG03,22/07/2026,PAC,1
BRRC01,22/07/2026,PAC,117
BRRC02,22/07/2026,PAC,27
BRRC03,22/07/2026,PAC,41
BRRJ02,22/07/2026,PAC,58
BRSC02,22/07/2026,PAC,30
BRSC02,22/07/2026,Sedex,6
BRSP02,22/07/2026,J&T Fast,2054
BRSP02,22/07/2026,J&T Slow,22754
BRSP02,22/07/2026,PAC,363
BRSP02,22/07/2026,Sedex,4
BRSP04,22/07/2026,J&T Fast,1609
BRSP04,22/07/2026,J&T Slow,20629
BRSP04,22/07/2026,Jad,2
BRSP04,22/07/2026,PAC,53
BRSP06,22/07/2026,PAC,21
BRSP06,22/07/2026,Sedex,1
BRSP10,22/07/2026,PAC,18
BRSP14,22/07/2026,Carvalima,1
BRSP14,22/07/2026,J&T Fast,902
BRSP14,22/07/2026,J&T Slow,29986
BRSP14,22/07/2026,PAC,16
BRSP15,22/07/2026,PAC,4
BRSP15,22/07/2026,Sedex,3
BRSP19,22/07/2026,PAC,64
BRSP19,22/07/2026,Sedex,2
BRXGO1,22/07/2026,J&T Nodos,5064
BRXSP10,22/07/2026,J&T Fast,1103
BRXSP10,22/07/2026,J&T Nodos,9
BRXSP10,22/07/2026,J&T Slow,33388
BRXSP10,22/07/2026,Loggi,808
BRXSP23,22/07/2026,Imile Fast,2
BRXSP23,22/07/2026,J&T Slow,9929
BRXSP23,22/07/2026,Loggi,2
BRXSP5,22/07/2026,J&T Fast,558
BRXSP5,22/07/2026,J&T Nodos,1
BRXSP5,22/07/2026,J&T Slow,4737
BRXSP9,22/07/2026,Carvalima,4333
BRXSP9,22/07/2026,Dominalog,1521
BRXSP9,22/07/2026,Imile Fast,5818
BRXSP9,22/07/2026,Imile Slow,7832
BRXSP9,22/07/2026,J&T Fast,6093
BRXSP9,22/07/2026,J&T Nodos,7730
BRXSP9,22/07/2026,J&T Slow,91577
BRXSP9,22/07/2026,Jad,3286
BRXSP9,22/07/2026,Loggi,2877
CAMPINAS,22/07/2026,J&T Fast,442
CAMPINAS,22/07/2026,J&T Nodos,17
CAMPINAS,22/07/2026,J&T Slow,11022
CAMPINAS,22/07/2026,Jad,579
CAMPINAS,22/07/2026,Loggi,233
EAM2,22/07/2026,J&T Fast,1
EPI5,22/07/2026,Imile Slow,1
EPR4,22/07/2026,Jad,1
EPR4,22/07/2026,Loggi,1
EPR6,22/07/2026,Loggi,2
ERD4,22/07/2026,Carvalima,1
ERJ6,22/07/2026,J&T Slow,1
ESC2,22/07/2026,Loggi,2
ESP12,22/07/2026,J&T Slow,1
SDF1,22/07/2026,Jad,1
SGO1,22/07/2026,J&T Slow,1
SMG11,22/07/2026,Jad,1
SMG6,22/07/2026,Loggi,1
SMG8,22/07/2026,J&T Slow,1
SRD2,22/07/2026,Carvalima,1
SSP11,22/07/2026,J&T Slow,1
SSP13,22/07/2026,Loggi,1
SSP20,22/07/2026,J&T Slow,1
SSP29,22/07/2026,Jad,1
SSP3,22/07/2026,Dominalog,1
SSP3,22/07/2026,Jad,1
SSP3,22/07/2026,Loggi,7
SSP30,22/07/2026,J&T Slow,1
SSP9,22/07/2026,J&T Slow,1
XMG1,22/07/2026,J&T Fast,928
XMG1,22/07/2026,J&T Slow,9919
XSP4,22/07/2026,J&T Slow,10736
XSP4,22/07/2026,Jad,389
XSP4,22/07/2026,Loggi,167
XVDOM1,22/07/2026,Dominalog,1
XVJAD1,22/07/2026,Jad,2
ARENA,23/07/2026,J&T Fast,658
ARENA,23/07/2026,J&T Nodos,216
ARENA,23/07/2026,J&T Slow,60825
ARENA,23/07/2026,Jad,604
ARENA,23/07/2026,Loggi,1185
BRBA01,23/07/2026,J&T Nodos,487
BRBA01,23/07/2026,PAC,26
BRBA02,23/07/2026,J&T Nodos,54
BRBA02,23/07/2026,PAC,160
BRBA02,23/07/2026,Sedex,1
BRPE01,23/07/2026,PAC,52
BRPR01,23/07/2026,PAC,1942
BRPR01,23/07/2026,Sedex,56
BRRC01,23/07/2026,PAC,53
BRRC02,23/07/2026,PAC,188
BRRJ02,23/07/2026,PAC,87
BRRJ02,23/07/2026,Sedex,15
BRSC02,23/07/2026,PAC,38
BRSC02,23/07/2026,Sedex,1
BRSP02,23/07/2026,J&T Fast,1800
BRSP02,23/07/2026,J&T Slow,16464
BRSP02,23/07/2026,PAC,438
BRSP04,23/07/2026,J&T Fast,1292
BRSP04,23/07/2026,J&T Slow,23014
BRSP04,23/07/2026,Jad,25
BRSP04,23/07/2026,PAC,89
BRSP14,23/07/2026,J&T Fast,691
BRSP14,23/07/2026,J&T Slow,29111
BRSP14,23/07/2026,PAC,8
BRSP15,23/07/2026,PAC,7
BRSP15,23/07/2026,Sedex,10
BRSP19,23/07/2026,PAC,17
BRSP19,23/07/2026,Sedex,16
BRSP25,23/07/2026,PAC,10
BRSP26,23/07/2026,PAC,3
BRSP26,23/07/2026,Sedex,1
BRXGO1,23/07/2026,J&T Nodos,3631
BRXSP10,23/07/2026,J&T Fast,841
BRXSP10,23/07/2026,J&T Nodos,468
BRXSP10,23/07/2026,J&T Slow,50836
BRXSP10,23/07/2026,Loggi,639
BRXSP23,23/07/2026,Imile Fast,1
BRXSP23,23/07/2026,J&T Slow,8143
BRXSP5,23/07/2026,J&T Fast,486
BRXSP5,23/07/2026,J&T Nodos,34
BRXSP5,23/07/2026,J&T Slow,13409
BRXSP9,23/07/2026,Carvalima,3787
BRXSP9,23/07/2026,Dominalog,1692
BRXSP9,23/07/2026,Imile Fast,6040
BRXSP9,23/07/2026,Imile Slow,7733
BRXSP9,23/07/2026,J&T Fast,5196
BRXSP9,23/07/2026,J&T Nodos,5163
BRXSP9,23/07/2026,J&T Slow,89680
BRXSP9,23/07/2026,Jad,3079
BRXSP9,23/07/2026,Loggi,2748
CAMPINAS,23/07/2026,J&T Fast,390
CAMPINAS,23/07/2026,J&T Nodos,10
CAMPINAS,23/07/2026,J&T Slow,22701
CAMPINAS,23/07/2026,Jad,418
CAMPINAS,23/07/2026,Loggi,291
EAC1,23/07/2026,J&T Slow,1
EPR4,23/07/2026,Loggi,1
EPR6,23/07/2026,Loggi,1
ERJ1,23/07/2026,Loggi,1
ERJ6,23/07/2026,J&T Slow,1
ERS13,23/07/2026,Loggi,5
ESC2,23/07/2026,J&T Slow,1
ESP18,23/07/2026,Dominalog,1
SAM1,23/07/2026,Imile Fast,1
SBA1,23/07/2026,Jad,1
SBA6,23/07/2026,Jad,1
SC_ZS,23/07/2026,J&T Slow,2
SDF1,23/07/2026,J&T Nodos,3
SDF1,23/07/2026,Jad,1
SES1,23/07/2026,J&T Slow,1
SGO1,23/07/2026,J&T Slow,2
SPR8,23/07/2026,J&T Slow,1
SRJ6,23/07/2026,J&T Fast,1
SRS8,23/07/2026,Loggi,1
SRS9,23/07/2026,J&T Slow,1
SSP16,23/07/2026,Loggi,1
SSP20,23/07/2026,Loggi,1
SSP29,23/07/2026,Loggi,1
SSP3,23/07/2026,Jad,1
SSP3,23/07/2026,Loggi,2
SSP51,23/07/2026,J&T Slow,4
SSP51,23/07/2026,Loggi,2
XMG1,23/07/2026,J&T Fast,769
XMG1,23/07/2026,J&T Slow,15247
XSP4,23/07/2026,J&T Slow,14714
XSP4,23/07/2026,Jad,292
XSP4,23/07/2026,Loggi,154
XVCVL1,23/07/2026,Carvalima,1
XVJAD1,23/07/2026,Dominalog,1
XVJAD1,23/07/2026,Jad,2
XVLOG1,23/07/2026,Jad,2
849817033_24931,24/07/2026,J&T Nodos,1
ARENA,24/07/2026,Carvalima,4
ARENA,24/07/2026,Imile Fast,1
ARENA,24/07/2026,J&T Fast,732
ARENA,24/07/2026,J&T Nodos,1307
ARENA,24/07/2026,J&T Slow,37969
ARENA,24/07/2026,Jad,874
ARENA,24/07/2026,Loggi,1355
BRAAL1,24/07/2026,Jad,4
BRAAM1,24/07/2026,Carvalima,20
BRAAM1,24/07/2026,Jad,4
BRAAM1,24/07/2026,Loggi,4
BRABA1,24/07/2026,Jad,7
BRABA1,24/07/2026,Loggi,1
BRACE1,24/07/2026,Dominalog,1
BRACE1,24/07/2026,Jad,6
BRACE1,24/07/2026,Loggi,3
BRADF1,24/07/2026,Jad,1
BRAES1,24/07/2026,Jad,2
BRAGO1,24/07/2026,Loggi,4
BRAJP1,24/07/2026,Jad,10
BRAJP1,24/07/2026,Loggi,4
BRAMA1,24/07/2026,Jad,2
BRAMT1,24/07/2026,Carvalima,14
BRAPA1,24/07/2026,Carvalima,7
BRAPA1,24/07/2026,Jad,3
BRAPE1,24/07/2026,Jad,2
BRAPE1,24/07/2026,Loggi,1
BRAPI1,24/07/2026,Jad,1
BRARS1,24/07/2026,Jad,1
BRARS1,24/07/2026,Loggi,4
BRASP1,24/07/2026,Carvalima,7
BRASP1,24/07/2026,Dominalog,5
BRASP1,24/07/2026,Imile Fast,1
BRASP1,24/07/2026,J&T Slow,2
BRASP1,24/07/2026,Jad,77
BRASP1,24/07/2026,Loggi,18
BRBA01,24/07/2026,J&T Nodos,315
BRBA01,24/07/2026,PAC,13
BRBA02,24/07/2026,J&T Nodos,46
BRBA02,24/07/2026,PAC,115
BRBA02,24/07/2026,Sedex,4
BRDF01,24/07/2026,PAC,57
BRES01,24/07/2026,PAC,9
BRMG01,24/07/2026,PAC,64
BRMG02,24/07/2026,PAC,137
BRMG03,24/07/2026,PAC,1
BRPE01,24/07/2026,Loggi,1
BRPR01,24/07/2026,Loggi,2
BRRC01,24/07/2026,PAC,136
BRRC02,24/07/2026,PAC,184
BRRC03,24/07/2026,PAC,121
BRRJ02,24/07/2026,J&T Slow,1
BRRJ02,24/07/2026,PAC,55
BRRS01,24/07/2026,Loggi,1
BRRS01,24/07/2026,PAC,3
BRSC02,24/07/2026,PAC,38
BRSC02,24/07/2026,Sedex,1
BRSP02,24/07/2026,J&T Fast,1456
BRSP02,24/07/2026,J&T Slow,13386
BRSP02,24/07/2026,PAC,345
BRSP02,24/07/2026,Sedex,7
BRSP04,24/07/2026,J&T Fast,970
BRSP04,24/07/2026,J&T Slow,17485
BRSP04,24/07/2026,Jad,4
BRSP04,24/07/2026,PAC,129
BRSP06,24/07/2026,PAC,24
BRSP06,24/07/2026,Sedex,1
BRSP10,24/07/2026,PAC,2
BRSP11,24/07/2026,PAC,20
BRSP11,24/07/2026,Sedex,23
BRSP14,24/07/2026,J&T Fast,523
BRSP14,24/07/2026,J&T Slow,26293
BRSP14,24/07/2026,PAC,20
BRSP15,24/07/2026,PAC,9
BRSP18,24/07/2026,PAC,30
BRSP18,24/07/2026,Sedex,33
BRSP19,24/07/2026,PAC,8
BRSP19,24/07/2026,Sedex,1
BRSP24,24/07/2026,PAC,12
BRSP24,24/07/2026,Sedex,1
BRSP28,24/07/2026,PAC,1
BRXES1,24/07/2026,Dominalog,1
BRXGO1,24/07/2026,J&T Nodos,6367
BRXGO1,24/07/2026,J&T Slow,1
BRXSP10,24/07/2026,J&T Fast,716
BRXSP10,24/07/2026,J&T Nodos,1111
BRXSP10,24/07/2026,J&T Slow,27176
BRXSP10,24/07/2026,Jad,1
BRXSP10,24/07/2026,Loggi,595
BRXSP14,24/07/2026,Carvalima,1
BRXSP14,24/07/2026,Jad,1
BRXSP16,24/07/2026,Loggi,1
BRXSP17,24/07/2026,Dominalog,2
BRXSP17,24/07/2026,Jad,1
BRXSP17,24/07/2026,Loggi,3
BRXSP18,24/07/2026,Jad,2
BRXSP23,24/07/2026,J&T Slow,4978
BRXSP23,24/07/2026,Loggi,1
BRXSP5,24/07/2026,J&T Fast,391
BRXSP5,24/07/2026,J&T Nodos,63
BRXSP5,24/07/2026,J&T Slow,11569
BRXSP5,24/07/2026,Jad,14
BRXSP5,24/07/2026,Loggi,3
BRXSP9,24/07/2026,Carvalima,2961
BRXSP9,24/07/2026,Dominalog,1622
BRXSP9,24/07/2026,Imile Fast,4339
BRXSP9,24/07/2026,Imile Slow,6800
BRXSP9,24/07/2026,J&T Fast,4311
BRXSP9,24/07/2026,J&T Nodos,6471
BRXSP9,24/07/2026,J&T Slow,90863
BRXSP9,24/07/2026,Jad,2250
BRXSP9,24/07/2026,Loggi,2670
CAMPINAS,24/07/2026,Imile Fast,1
CAMPINAS,24/07/2026,J&T Fast,295
CAMPINAS,24/07/2026,J&T Nodos,140
CAMPINAS,24/07/2026,J&T Slow,18055
CAMPINAS,24/07/2026,Jad,379
CAMPINAS,24/07/2026,Loggi,225
EBA19,24/07/2026,Jad,1
ECE3,24/07/2026,J&T Fast,1
EDF1,24/07/2026,J&T Slow,2
EDF12,24/07/2026,J&T Nodos,2
EDF12,24/07/2026,Loggi,1
EDF3,24/07/2026,J&T Slow,1
EES3,24/07/2026,Loggi,8
EES6,24/07/2026,Loggi,4
EES7,24/07/2026,J&T Slow,1
EES8,24/07/2026,J&T Slow,1
EGO2,24/07/2026,Loggi,1
EMG22,24/07/2026,Loggi,3
EMG33,24/07/2026,Loggi,2
EMR1,24/07/2026,J&T Slow,1
EMR10,24/07/2026,J&T Slow,2
EPI3,24/07/2026,Imile Fast,1
EPI3,24/07/2026,Imile Slow,1
EPI6,24/07/2026,J&T Slow,1
EPR3,24/07/2026,Jad,1
ERN1,24/07/2026,Loggi,1
ERN2,24/07/2026,Jad,1
ERS13,24/07/2026,Dominalog,1
ERS5,24/07/2026,J&T Slow,3
ERS5,24/07/2026,Jad,1
ERS5,24/07/2026,Loggi,4
ESC2,24/07/2026,Loggi,1
ESP12,24/07/2026,J&T Slow,1
ESP15,24/07/2026,J&T Slow,1
ESP15,24/07/2026,Loggi,1
SAM1,24/07/2026,Imile Fast,1
SAM1,24/07/2026,Loggi,1
SBA1,24/07/2026,Dominalog,1
SBA1,24/07/2026,J&T Fast,1
SBA2,24/07/2026,Jad,8
SBA6,24/07/2026,Dominalog,1
SBA6,24/07/2026,J&T Slow,2
SBA6,24/07/2026,Jad,2
SCE1,24/07/2026,Jad,6
SCE2,24/07/2026,Loggi,1
SDF1,24/07/2026,J&T Nodos,1
SDF1,24/07/2026,Jad,1
SDF2,24/07/2026,J&T Slow,1
SDF2,24/07/2026,Jad,1
SES1,24/07/2026,J&T Slow,2
SES3,24/07/2026,Jad,1
SES3,24/07/2026,Loggi,7
SGO1,24/07/2026,J&T Slow,1
SGO3,24/07/2026,Loggi,1
SJP1,24/07/2026,Jad,1
SJP1,24/07/2026,Loggi,1
SMG1,24/07/2026,Jad,1
SMG10,24/07/2026,Dominalog,4
SMG10,24/07/2026,J&T Slow,1
SMG11,24/07/2026,Jad,3
SMG11,24/07/2026,Loggi,2
SMG6,24/07/2026,Loggi,1
SMG9,24/07/2026,Loggi,2
SMR1,24/07/2026,Carvalima,4
SMR1,24/07/2026,Loggi,1
SMR2,24/07/2026,Carvalima,2
SPA2,24/07/2026,Carvalima,3
SPE1,24/07/2026,Jad,4
SPR1,24/07/2026,Loggi,2
SPR11,24/07/2026,Loggi,1
SPR2,24/07/2026,J&T Slow,1
SPR2,24/07/2026,Loggi,2
SPR3,24/07/2026,J&T Slow,1
SPR8,24/07/2026,Jad,3
SPR8,24/07/2026,Loggi,6
SRD1,24/07/2026,Carvalima,3
SRJ10,24/07/2026,Loggi,2
SRJ7,24/07/2026,J&T Slow,1
SRJ8,24/07/2026,Jad,1
SRN1,24/07/2026,Jad,1
SRN1,24/07/2026,Loggi,1
SRS1,24/07/2026,Loggi,1
SRS3,24/07/2026,J&T Slow,1
SRS7,24/07/2026,Loggi,1
SRS8,24/07/2026,Loggi,3
SRS9,24/07/2026,J&T Slow,5
SRS9,24/07/2026,Loggi,3
SSC2,24/07/2026,J&T Slow,1
SSC3,24/07/2026,J&T Slow,67
SSC3,24/07/2026,Jad,3
SSC3,24/07/2026,Loggi,49
SSC4,24/07/2026,Loggi,1
SSC5,24/07/2026,J&T Fast,1
SSC5,24/07/2026,Jad,1
SSC7,24/07/2026,Loggi,3
SSC8,24/07/2026,Jad,1
SSC9,24/07/2026,Loggi,1
SSP11,24/07/2026,J&T Slow,3
SSP11,24/07/2026,Loggi,1
SSP13,24/07/2026,Dominalog,1
SSP13,24/07/2026,Loggi,1
SSP14,24/07/2026,Loggi,1
SSP15,24/07/2026,J&T Slow,1
SSP15,24/07/2026,Loggi,1
SSP16,24/07/2026,Loggi,1
SSP17,24/07/2026,J&T Slow,1
SSP17,24/07/2026,Loggi,1
SSP18,24/07/2026,Dominalog,13
SSP18,24/07/2026,J&T Fast,1
SSP18,24/07/2026,J&T Slow,1
SSP18,24/07/2026,Jad,3
SSP18,24/07/2026,Loggi,3
SSP20,24/07/2026,J&T Slow,3
SSP22,24/07/2026,J&T Slow,1
SSP22,24/07/2026,Loggi,2
SSP26,24/07/2026,Dominalog,1
SSP26,24/07/2026,Loggi,3
SSP3,24/07/2026,Dominalog,2
SSP3,24/07/2026,J&T Fast,1
SSP3,24/07/2026,J&T Slow,24
SSP3,24/07/2026,Loggi,44
SSP34,24/07/2026,Dominalog,1
SSP34,24/07/2026,Loggi,1
SSP37,24/07/2026,Loggi,1
SSP38,24/07/2026,Dominalog,1
SSP39,24/07/2026,Loggi,1
SSP4,24/07/2026,Loggi,4
SSP40,24/07/2026,J&T Slow,1
SSP40,24/07/2026,Loggi,1
SSP45,24/07/2026,Dominalog,1
SSP45,24/07/2026,J&T Slow,2
SSP5,24/07/2026,Dominalog,1
SSP51,24/07/2026,Dominalog,1
SSP7,24/07/2026,J&T Slow,4
SSP7,24/07/2026,Jad,1
SSP8,24/07/2026,Loggi,1
SSP9,24/07/2026,Loggi,2
XMG1,24/07/2026,Carvalima,5
XMG1,24/07/2026,Imile Fast,1
XMG1,24/07/2026,J&T Fast,674
XMG1,24/07/2026,J&T Slow,23559
XSP4,24/07/2026,J&T Slow,10553
XSP4,24/07/2026,Jad,236
XSP4,24/07/2026,Loggi,178
XVDOM1,24/07/2026,Dominalog,6
XVDOM1,24/07/2026,Jad,1
XVJAD1,24/07/2026,Jad,3
XVLOG1,24/07/2026,Jad,1
XVSP04,24/07/2026,Jad,13
ARENA,25/07/2026,Carvalima,2
ARENA,25/07/2026,Imile Fast,3
ARENA,25/07/2026,J&T Fast,602
ARENA,25/07/2026,J&T Nodos,777
ARENA,25/07/2026,J&T Slow,64006
ARENA,25/07/2026,Jad,630
ARENA,25/07/2026,Loggi,774
BRAAL1,25/07/2026,Jad,11
BRAAM1,25/07/2026,Carvalima,22
BRAAM1,25/07/2026,Jad,11
BRAAM1,25/07/2026,Loggi,10
BRABA1,25/07/2026,Jad,5
BRACE1,25/07/2026,Jad,5
BRACE1,25/07/2026,Loggi,5
BRADF1,25/07/2026,Loggi,1
BRAES1,25/07/2026,Jad,1
BRAES1,25/07/2026,Loggi,3
BRAGO1,25/07/2026,Jad,1
BRAGO1,25/07/2026,Loggi,4
BRAJP1,25/07/2026,Jad,10
BRAJP1,25/07/2026,Loggi,7
BRAMA1,25/07/2026,Jad,4
BRAMT1,25/07/2026,Carvalima,5
BRAPA1,25/07/2026,Carvalima,2
BRAPA1,25/07/2026,Jad,2
BRAPE1,25/07/2026,Dominalog,1
BRAPE1,25/07/2026,Jad,4
BRAPI1,25/07/2026,Jad,1
BRARS1,25/07/2026,Jad,3
BRARS1,25/07/2026,Loggi,11
BRASP1,25/07/2026,Carvalima,14
BRASP1,25/07/2026,Dominalog,2
BRASP1,25/07/2026,J&T Slow,9
BRASP1,25/07/2026,Jad,47
BRASP1,25/07/2026,Loggi,32
BRBA01,25/07/2026,J&T Nodos,249
BRBA02,25/07/2026,J&T Nodos,42
BRPE01,25/07/2026,J&T Slow,3
BRPE01,25/07/2026,Jad,1
BRPR01,25/07/2026,J&T Slow,1
BRPR01,25/07/2026,Jad,1
BRRJ02,25/07/2026,J&T Slow,2
BRRJ02,25/07/2026,Jad,1
BRRJ02,25/07/2026,PAC,141
BRRJ02,25/07/2026,Sedex,2
BRSC02,25/07/2026,J&T Slow,2
BRSP02,25/07/2026,J&T Fast,423
BRSP02,25/07/2026,J&T Slow,26722
BRSP02,25/07/2026,Sedex,1
BRSP04,25/07/2026,J&T Fast,356
BRSP04,25/07/2026,J&T Slow,15991
BRSP14,25/07/2026,J&T Fast,193
BRSP14,25/07/2026,J&T Slow,14082
BRSP19,25/07/2026,PAC,2
BRSP19,25/07/2026,Sedex,1
BRSP28,25/07/2026,J&T Slow,1
BRXGO1,25/07/2026,J&T Nodos,9589
BRXGO1,25/07/2026,J&T Slow,1
BRXSP10,25/07/2026,Dominalog,1
BRXSP10,25/07/2026,J&T Fast,696
BRXSP10,25/07/2026,J&T Nodos,701
BRXSP10,25/07/2026,J&T Slow,62818
BRXSP10,25/07/2026,Jad,4
BRXSP10,25/07/2026,Loggi,466
BRXSP17,25/07/2026,Jad,2
BRXSP17,25/07/2026,Loggi,15
BRXSP18,25/07/2026,Loggi,1
BRXSP23,25/07/2026,Carvalima,1
BRXSP23,25/07/2026,Imile Fast,2
BRXSP23,25/07/2026,J&T Slow,5267
BRXSP23,25/07/2026,Loggi,1
BRXSP5,25/07/2026,Carvalima,1
BRXSP5,25/07/2026,J&T Fast,273
BRXSP5,25/07/2026,J&T Nodos,220
BRXSP5,25/07/2026,J&T Slow,35044
BRXSP5,25/07/2026,Jad,10
BRXSP5,25/07/2026,Loggi,4
BRXSP9,25/07/2026,Carvalima,3265
BRXSP9,25/07/2026,Dominalog,1356
BRXSP9,25/07/2026,Imile Fast,5519
BRXSP9,25/07/2026,Imile Slow,3896
BRXSP9,25/07/2026,J&T Fast,4480
BRXSP9,25/07/2026,J&T Nodos,7853
BRXSP9,25/07/2026,J&T Slow,93515
BRXSP9,25/07/2026,Jad,2749
BRXSP9,25/07/2026,Loggi,3427
CAMPINAS,25/07/2026,J&T Fast,247
CAMPINAS,25/07/2026,J&T Nodos,224
CAMPINAS,25/07/2026,J&T Slow,15706
CAMPINAS,25/07/2026,Jad,315
CAMPINAS,25/07/2026,Loggi,144
EAL1,25/07/2026,J&T Slow,1
EAL3,25/07/2026,Jad,1
EAM3,25/07/2026,Jad,1
EAM3,25/07/2026,Loggi,1
EBA14,25/07/2026,J&T Slow,1
EBA19,25/07/2026,J&T Slow,1
EBA19,25/07/2026,Jad,1
EBA32,25/07/2026,Jad,1
EBA33,25/07/2026,Dominalog,1
ECE3,25/07/2026,J&T Fast,1
ECE4,25/07/2026,J&T Fast,1
ECE4,25/07/2026,Jad,1
ECE5,25/07/2026,Jad,2
EDF12,25/07/2026,Jad,1
EDF7,25/07/2026,Jad,1
EES3,25/07/2026,Jad,2
EES3,25/07/2026,Loggi,12
EES6,25/07/2026,Loggi,4
EES7,25/07/2026,J&T Slow,1
EES8,25/07/2026,J&T Slow,1
EES8,25/07/2026,Jad,1
EGO11,25/07/2026,Jad,1
EGO12,25/07/2026,J&T Slow,2
EGO18,25/07/2026,Jad,1
EGO2,25/07/2026,J&T Slow,1
EGO2,25/07/2026,Jad,2
EGO2,25/07/2026,Loggi,1
EGO3,25/07/2026,J&T Slow,1
EJP1,25/07/2026,Jad,3
EJP2,25/07/2026,Jad,3
EJP3,25/07/2026,J&T Fast,1
EJP4,25/07/2026,Jad,3
EJP5,25/07/2026,Jad,2
EMG13,25/07/2026,Loggi,1
EMG18,25/07/2026,Loggi,12
EMG22,25/07/2026,Jad,1
EMG23,25/07/2026,Dominalog,1
EMG32,25/07/2026,J&T Fast,1
EMG32,25/07/2026,Loggi,1
EMG34,25/07/2026,Loggi,1
EMG35,25/07/2026,Dominalog,1
EMG35,25/07/2026,Jad,3
EMG38,25/07/2026,Loggi,1
EMN2,25/07/2026,Imile Fast,1
EMN3,25/07/2026,Jad,1
EMR1,25/07/2026,Carvalima,1
EMR15,25/07/2026,Carvalima,3
EMR6,25/07/2026,Carvalima,1
EMR6,25/07/2026,J&T Slow,1
EPA1,25/07/2026,Jad,1
EPA5,25/07/2026,Carvalima,1
EPE1,25/07/2026,J&T Fast,1
EPE1,25/07/2026,Jad,1
EPE2,25/07/2026,J&T Fast,1
EPI3,25/07/2026,Dominalog,1
EPI5,25/07/2026,Imile Fast,1
EPR14,25/07/2026,J&T Slow,1
EPR5,25/07/2026,J&T Slow,2
EPR8,25/07/2026,Loggi,1
ERD1,25/07/2026,J&T Nodos,2
ERD2,25/07/2026,Carvalima,1
ERJ2,25/07/2026,Loggi,1
ERJ5,25/07/2026,Loggi,2
ERJ7,25/07/2026,Loggi,1
ERN1,25/07/2026,Jad,2
ERN2,25/07/2026,Jad,2
ERN3,25/07/2026,Jad,1
ERS5,25/07/2026,J&T Slow,1
ERS5,25/07/2026,Loggi,1
ESC2,25/07/2026,Loggi,1
ESC6,25/07/2026,Loggi,5
ESC7,25/07/2026,Loggi,22
ESC9,25/07/2026,Loggi,1
SAL1,25/07/2026,Jad,2
SAM1,25/07/2026,Imile Fast,37
SAM1,25/07/2026,Jad,18
SAM1,25/07/2026,Loggi,2
SBA1,25/07/2026,J&T Slow,2
SBA1,25/07/2026,Jad,3
SBA2,25/07/2026,Jad,4
SBA2,25/07/2026,Loggi,1
SBA4,25/07/2026,Dominalog,1
SBA4,25/07/2026,Jad,6
SBA4,25/07/2026,Loggi,3
SBA6,25/07/2026,Dominalog,1
SBA6,25/07/2026,J&T Fast,2
SBA6,25/07/2026,J&T Slow,1
SBA6,25/07/2026,Jad,1
SBA6,25/07/2026,Loggi,1
SBA9,25/07/2026,Jad,2
SBA9,25/07/2026,Loggi,1
SCE1,25/07/2026,Jad,15
SCE2,25/07/2026,Jad,1
SDF1,25/07/2026,J&T Nodos,2
SDF1,25/07/2026,Jad,2
SDF2,25/07/2026,J&T Slow,1
SDF2,25/07/2026,Jad,1
SES1,25/07/2026,J&T Slow,13
SES1,25/07/2026,Jad,1
SES2,25/07/2026,Loggi,2
SES3,25/07/2026,Jad,2
SES3,25/07/2026,Loggi,11
SGO1,25/07/2026,J&T Nodos,1
SGO1,25/07/2026,J&T Slow,1
SGO1,25/07/2026,Loggi,3
SGO3,25/07/2026,J&T Fast,1
SJP1,25/07/2026,Jad,5
SJP1,25/07/2026,Loggi,1
SMG1,25/07/2026,Dominalog,1
SMG1,25/07/2026,J&T Slow,1
SMG1,25/07/2026,Jad,1
SMG1,25/07/2026,Loggi,2
SMG10,25/07/2026,Dominalog,4
SMG10,25/07/2026,Jad,1
SMG10,25/07/2026,Loggi,2
SMG11,25/07/2026,Jad,12
SMG11,25/07/2026,Loggi,14
SMG12,25/07/2026,J&T Slow,2
SMG3,25/07/2026,J&T Slow,1
SMG4,25/07/2026,Loggi,1
SMG6,25/07/2026,Loggi,5
SMG8,25/07/2026,Dominalog,1
SMR1,25/07/2026,Carvalima,4
SMR2,25/07/2026,Carvalima,1
SMS1,25/07/2026,J&T Slow,1
SMS1,25/07/2026,Loggi,1
SMS2,25/07/2026,J&T Slow,1
SPA1,25/07/2026,Carvalima,6
SPA1,25/07/2026,Imile Fast,2
SPA1,25/07/2026,Imile Slow,1
SPA1,25/07/2026,Jad,1
SPE1,25/07/2026,J&T Fast,1
SPE1,25/07/2026,J&T Slow,1
SPE1,25/07/2026,Jad,2
SPR1,25/07/2026,Loggi,3
SPR10,25/07/2026,Jad,1
SPR10,25/07/2026,Loggi,2
SPR11,25/07/2026,Jad,2
SPR11,25/07/2026,Loggi,3
SPR2,25/07/2026,Loggi,2
